Experiment Log: VAE with BN
Epoch: 1, train_loss=-197.313353, valid_loss=-155.267317
Epoch: 78, train_loss=-110.525405, valid_loss=-111.015349
Epoch: 79, train_loss=-110.432990, valid_loss=-110.874312
Epoch: 80, train_loss=-110.368599, valid_loss=-110.833601
Epoch: 81, train_loss=-110.298442, valid_loss=-110.699284
Epoch: 82, train_loss=-110.228169, valid_loss=-110.908779
Epoch: 83, train_loss=-110.174638, valid_loss=-110.710057
Epoch: 84, train_loss=-110.136582, valid_loss=-110.545150
Epoch: 85, train_loss=-110.165170, valid_loss=-110.529796
Epoch: 86, train_loss=-110.065107, valid_loss=-110.564898
Epoch: 87, train_loss=-109.986321, valid_loss=-110.500598
Epoch: 88, train_loss=-109.939603, valid_loss=-110.519842
Epoch: 89, train_loss=-109.848911, valid_loss=-110.391386
Epoch: 90, train_loss=-109.844605, valid_loss=-110.373687
Epoch: 91, train_loss=-109.856326, valid_loss=-110.349519
Epoch: 92, train_loss=-109.755807, valid_loss=-110.172964
Epoch: 93, train_loss=-109.774618, valid_loss=-110.140908
Epoch: 94, train_loss=-109.623222, valid_loss=-110.191664
Epoch: 95, train_loss=-109.604873, valid_loss=-110.134078
Epoch: 96, train_loss=-109.537581, valid_loss=-109.922637
Epoch: 97, train_loss=-109.528585, valid_loss=-110.102050
Epoch: 98, train_loss=-109.474317, valid_loss=-110.032698
Epoch: 99, train_loss=-109.458722, valid_loss=-109.908370
Epoch: 100, train_loss=-109.393678, valid_loss=-109.959711
Epoch: 101, train_loss=-109.365331, valid_loss=-109.811757
Epoch: 102, train_loss=-109.306863, valid_loss=-109.923606
Epoch: 103, train_loss=-109.283159, valid_loss=-109.792512
Epoch: 104, train_loss=-109.246259, valid_loss=-109.736872
Epoch: 105, train_loss=-109.151026, valid_loss=-109.684359
Epoch: 106, train_loss=-109.116029, valid_loss=-109.637826
Epoch: 107, train_loss=-109.106322, valid_loss=-109.600616
Epoch: 108, train_loss=-109.063384, valid_loss=-109.492679
Epoch: 109, train_loss=-109.060469, valid_loss=-109.554545
Epoch: 110, train_loss=-108.951763, valid_loss=-109.427406
Epoch: 111, train_loss=-108.917710, valid_loss=-109.320297
Epoch: 112, train_loss=-108.930928, valid_loss=-109.505062
Epoch: 113, train_loss=-108.883568, valid_loss=-109.336647
Epoch: 114, train_loss=-108.886607, valid_loss=-109.399226
Epoch: 115, train_loss=-108.860100, valid_loss=-109.226517
Epoch: 116, train_loss=-108.828356, valid_loss=-109.347215
Epoch: 117, train_loss=-108.776567, valid_loss=-109.452329
Epoch: 118, train_loss=-108.780368, valid_loss=-109.215170
Epoch: 119, train_loss=-108.666229, valid_loss=-109.243466
Epoch: 120, train_loss=-108.712550, valid_loss=-109.149778
Epoch: 121, train_loss=-108.590739, valid_loss=-109.238288
Epoch: 122, train_loss=-108.612802, valid_loss=-109.238334
Epoch: 123, train_loss=-108.619596, valid_loss=-109.145964
Epoch: 124, train_loss=-108.522369, valid_loss=-109.096254
Epoch: 125, train_loss=-108.504992, valid_loss=-109.022752
Epoch: 126, train_loss=-108.436725, valid_loss=-108.988403
Epoch: 127, train_loss=-108.391611, valid_loss=-109.116394
Epoch: 128, train_loss=-108.421435, valid_loss=-108.952180
Epoch: 129, train_loss=-108.418067, valid_loss=-108.915687
Epoch: 130, train_loss=-108.390420, valid_loss=-108.855462
Epoch: 131, train_loss=-108.332747, valid_loss=-108.934596
Epoch: 132, train_loss=-108.243579, valid_loss=-109.011507
Epoch: 133, train_loss=-108.262791, valid_loss=-108.835102
Epoch: 134, train_loss=-108.218023, valid_loss=-108.844733
Epoch: 135, train_loss=-108.235924, valid_loss=-108.876018
Epoch: 136, train_loss=-108.211770, valid_loss=-108.656802
Epoch: 137, train_loss=-108.214085, valid_loss=-108.783356
Epoch: 138, train_loss=-108.193515, valid_loss=-108.727376
Epoch: 139, train_loss=-108.106240, valid_loss=-108.701022
Epoch: 140, train_loss=-108.115365, valid_loss=-108.748851
Epoch: 141, train_loss=-108.145158, valid_loss=-108.666447
Epoch: 142, train_loss=-108.082949, valid_loss=-108.607737
Epoch: 143, train_loss=-108.025906, valid_loss=-108.498162
Epoch: 144, train_loss=-108.006386, valid_loss=-108.572374
Epoch: 145, train_loss=-107.988500, valid_loss=-108.449903
Epoch: 146, train_loss=-107.942285, valid_loss=-108.456091
Epoch: 147, train_loss=-107.968755, valid_loss=-108.449106
Epoch: 148, train_loss=-107.913115, valid_loss=-108.465955
Epoch: 149, train_loss=-107.865776, valid_loss=-108.515076
Epoch: 150, train_loss=-107.810645, valid_loss=-108.433346
Epoch: 151, train_loss=-107.803495, valid_loss=-108.590839
Epoch: 152, train_loss=-107.849166, valid_loss=-108.373427
Epoch: 153, train_loss=-107.753173, valid_loss=-108.452460
Epoch: 154, train_loss=-107.768961, valid_loss=-108.314186
Epoch: 155, train_loss=-107.767145, valid_loss=-108.429006
Epoch: 156, train_loss=-107.717182, valid_loss=-108.366940
Epoch: 157, train_loss=-107.744561, valid_loss=-108.367914
Epoch: 158, train_loss=-107.657732, valid_loss=-108.284084
Epoch: 159, train_loss=-107.686466, valid_loss=-108.271500
Epoch: 160, train_loss=-107.610445, valid_loss=-108.218704
Epoch: 161, train_loss=-107.598045, valid_loss=-108.131065
Epoch: 162, train_loss=-107.600069, valid_loss=-108.169785
Epoch: 163, train_loss=-107.582890, valid_loss=-108.310278
Epoch: 164, train_loss=-107.474444, valid_loss=-108.200612
Epoch: 165, train_loss=-107.529242, valid_loss=-108.201634
Epoch: 166, train_loss=-107.467244, valid_loss=-108.112766
Epoch: 167, train_loss=-107.463195, valid_loss=-108.053269
Epoch: 168, train_loss=-107.483787, valid_loss=-108.210512
Epoch: 169, train_loss=-107.483651, valid_loss=-108.003343
Epoch: 170, train_loss=-107.396703, valid_loss=-108.148696
Epoch: 171, train_loss=-107.317799, valid_loss=-107.987739
Epoch: 172, train_loss=-107.367825, valid_loss=-107.958134
Epoch: 173, train_loss=-107.409105, valid_loss=-108.161068
Epoch: 174, train_loss=-107.382251, valid_loss=-107.991166
Epoch: 175, train_loss=-107.316046, valid_loss=-107.967840
Epoch: 176, train_loss=-107.367793, valid_loss=-108.023829
Epoch: 177, train_loss=-107.277798, valid_loss=-107.905443
Epoch: 178, train_loss=-107.315758, valid_loss=-107.963380
Epoch: 179, train_loss=-107.249555, valid_loss=-107.908087
Epoch: 180, train_loss=-107.296304, valid_loss=-107.913979
Epoch: 181, train_loss=-107.259526, valid_loss=-107.832535
Epoch: 182, train_loss=-107.243758, valid_loss=-107.897451
Epoch: 183, train_loss=-107.179259, valid_loss=-107.771843
Epoch: 184, train_loss=-107.227958, valid_loss=-107.826059
Epoch: 185, train_loss=-107.227826, valid_loss=-107.871374
Epoch: 186, train_loss=-107.138453, valid_loss=-107.714527
Epoch: 187, train_loss=-107.148833, valid_loss=-107.803578
Epoch: 188, train_loss=-107.125231, valid_loss=-107.773005
Epoch: 189, train_loss=-107.085945, valid_loss=-107.781942
Epoch: 190, train_loss=-107.135731, valid_loss=-107.846258
Epoch: 191, train_loss=-107.067249, valid_loss=-107.687051
Epoch: 192, train_loss=-107.075185, valid_loss=-107.731968
Epoch: 193, train_loss=-107.021090, valid_loss=-107.748886
Epoch: 194, train_loss=-107.019040, valid_loss=-107.656120
Epoch: 195, train_loss=-107.020121, valid_loss=-107.609608
Epoch: 196, train_loss=-106.921624, valid_loss=-107.586392
Epoch: 197, train_loss=-107.034618, valid_loss=-107.689422
Epoch: 198, train_loss=-107.031009, valid_loss=-107.621210
Epoch: 199, train_loss=-106.960360, valid_loss=-107.693056
Epoch: 200, train_loss=-106.883084, valid_loss=-107.537110
Epoch: 201, train_loss=-106.943808, valid_loss=-107.584924
Epoch: 202, train_loss=-106.900363, valid_loss=-107.585277
Epoch: 203, train_loss=-106.909007, valid_loss=-107.494150
Epoch: 204, train_loss=-106.872823, valid_loss=-107.557211
Epoch: 205, train_loss=-106.867493, valid_loss=-107.369439
Epoch: 206, train_loss=-106.893243, valid_loss=-107.595019
Epoch: 207, train_loss=-106.800508, valid_loss=-107.676235
Epoch: 208, train_loss=-106.837883, valid_loss=-107.526668
Epoch: 209, train_loss=-106.824880, valid_loss=-107.495774
Epoch: 210, train_loss=-106.801995, valid_loss=-107.455779
Epoch: 211, train_loss=-106.768471, valid_loss=-107.506219
Epoch: 212, train_loss=-106.726912, valid_loss=-107.400245
Epoch: 213, train_loss=-106.743063, valid_loss=-107.434720
Epoch: 214, train_loss=-106.750889, valid_loss=-107.561851
Epoch: 215, train_loss=-106.759937, valid_loss=-107.426441
Epoch: 216, train_loss=-106.691511, valid_loss=-107.243971
Epoch: 217, train_loss=-106.762265, valid_loss=-107.466467
Epoch: 218, train_loss=-106.754199, valid_loss=-107.449517
Epoch: 219, train_loss=-106.744980, valid_loss=-107.427984
Epoch: 220, train_loss=-106.659934, valid_loss=-107.419886
Epoch: 221, train_loss=-106.643712, valid_loss=-107.408358
Epoch: 222, train_loss=-106.623805, valid_loss=-107.375225
Epoch: 223, train_loss=-106.555204, valid_loss=-107.227494
Epoch: 224, train_loss=-106.629495, valid_loss=-107.232681
Epoch: 225, train_loss=-106.623972, valid_loss=-107.246149
Epoch: 226, train_loss=-106.568498, valid_loss=-107.311320
Epoch: 227, train_loss=-106.601899, valid_loss=-107.413180
Epoch: 228, train_loss=-106.597438, valid_loss=-107.244286
Epoch: 229, train_loss=-106.568633, valid_loss=-107.195848
Epoch: 230, train_loss=-106.509209, valid_loss=-107.115612
Epoch: 231, train_loss=-106.530151, valid_loss=-107.187481
Epoch: 232, train_loss=-106.438287, valid_loss=-107.311364
Epoch: 233, train_loss=-106.472002, valid_loss=-107.313359
Epoch: 234, train_loss=-106.532983, valid_loss=-107.336466
Epoch: 235, train_loss=-106.480304, valid_loss=-107.369043
Epoch: 236, train_loss=-106.498186, valid_loss=-107.312641
Epoch: 237, train_loss=-106.481739, valid_loss=-107.090158
Epoch: 238, train_loss=-106.426456, valid_loss=-107.158431
Epoch: 239, train_loss=-106.475033, valid_loss=-107.109455
Epoch: 240, train_loss=-106.478187, valid_loss=-107.122841
Epoch: 241, train_loss=-106.387780, valid_loss=-107.126349
Epoch: 242, train_loss=-106.448578, valid_loss=-107.279217
Epoch: 243, train_loss=-106.389650, valid_loss=-107.271055
Epoch: 244, train_loss=-106.361252, valid_loss=-107.031817
Epoch: 245, train_loss=-106.403777, valid_loss=-107.132232
Epoch: 246, train_loss=-106.411556, valid_loss=-107.181271
Epoch: 247, train_loss=-106.388714, valid_loss=-107.117333
Epoch: 248, train_loss=-106.275569, valid_loss=-107.167430
Epoch: 249, train_loss=-106.392175, valid_loss=-107.112519
Epoch: 250, train_loss=-106.365651, valid_loss=-107.021092
Epoch: 251, train_loss=-106.356125, valid_loss=-107.051711
Epoch: 252, train_loss=-106.281189, valid_loss=-106.990033
Epoch: 253, train_loss=-106.306370, valid_loss=-106.958183
Epoch: 254, train_loss=-106.262672, valid_loss=-107.057448
Epoch: 255, train_loss=-106.293487, valid_loss=-106.839015
Epoch: 256, train_loss=-106.171197, valid_loss=-106.950604
Epoch: 257, train_loss=-106.161096, valid_loss=-106.986304
Epoch: 258, train_loss=-106.270254, valid_loss=-106.968637
Epoch: 259, train_loss=-106.209901, valid_loss=-106.945276
Epoch: 260, train_loss=-106.290124, valid_loss=-106.893512
Epoch: 261, train_loss=-106.209981, valid_loss=-106.955269
Epoch: 262, train_loss=-106.216268, valid_loss=-107.087088
Epoch: 263, train_loss=-106.173012, valid_loss=-107.110224
Epoch: 264, train_loss=-106.208481, valid_loss=-106.903865
Epoch: 265, train_loss=-106.151301, valid_loss=-106.894013
Epoch: 266, train_loss=-106.141529, valid_loss=-107.104730
Epoch: 267, train_loss=-106.234242, valid_loss=-107.077508
Epoch: 268, train_loss=-106.144955, valid_loss=-106.984501
Epoch: 269, train_loss=-106.142348, valid_loss=-106.876299
Epoch: 270, train_loss=-106.136426, valid_loss=-106.807527
Epoch: 271, train_loss=-106.156752, valid_loss=-106.821205
Epoch: 272, train_loss=-106.149738, valid_loss=-106.988804
Epoch: 273, train_loss=-106.080389, valid_loss=-106.968407
Epoch: 274, train_loss=-106.064958, valid_loss=-106.818122
Epoch: 275, train_loss=-106.098977, valid_loss=-106.989671
Epoch: 276, train_loss=-106.114746, valid_loss=-106.886260
Epoch: 277, train_loss=-106.071775, valid_loss=-106.757709
Epoch: 278, train_loss=-106.084696, valid_loss=-106.774456
Epoch: 279, train_loss=-105.978866, valid_loss=-106.881922
Epoch: 280, train_loss=-106.091533, valid_loss=-106.727744
Epoch: 281, train_loss=-106.039457, valid_loss=-106.844787
Epoch: 282, train_loss=-106.055888, valid_loss=-106.806574
Epoch: 283, train_loss=-106.013485, valid_loss=-106.799247
Epoch: 284, train_loss=-106.015148, valid_loss=-106.770330
Epoch: 285, train_loss=-106.059773, valid_loss=-106.740148
Epoch: 286, train_loss=-105.993851, valid_loss=-106.799868
Epoch: 287, train_loss=-105.984281, valid_loss=-106.845395
Epoch: 288, train_loss=-105.939603, valid_loss=-106.665156
Epoch: 289, train_loss=-105.986864, valid_loss=-106.775812
Epoch: 290, train_loss=-105.997160, valid_loss=-106.677686
Epoch: 291, train_loss=-106.050912, valid_loss=-106.696618
Epoch: 292, train_loss=-105.883172, valid_loss=-106.840901
Epoch: 293, train_loss=-105.904468, valid_loss=-106.751004
Epoch: 294, train_loss=-105.899704, valid_loss=-106.597133
Epoch: 295, train_loss=-105.896512, valid_loss=-106.618972
Epoch: 296, train_loss=-105.917958, valid_loss=-106.732718
Epoch: 297, train_loss=-105.851095, valid_loss=-106.586022
Epoch: 298, train_loss=-105.903736, valid_loss=-106.571026
Epoch: 299, train_loss=-105.892556, valid_loss=-106.736387
Epoch: 300, train_loss=-105.895680, valid_loss=-106.604402
Epoch: 301, train_loss=-105.968370, valid_loss=-106.600125
Epoch: 302, train_loss=-105.876700, valid_loss=-106.753353
Epoch: 303, train_loss=-105.822203, valid_loss=-106.675136
Epoch: 304, train_loss=-105.904304, valid_loss=-106.637380
Epoch: 305, train_loss=-105.877489, valid_loss=-106.575174
Epoch: 306, train_loss=-105.842229, valid_loss=-106.635351
Epoch: 307, train_loss=-105.824560, valid_loss=-106.701817
Epoch: 308, train_loss=-105.788492, valid_loss=-106.588039
Epoch: 309, train_loss=-105.812121, valid_loss=-106.418933
Epoch: 310, train_loss=-105.770969, valid_loss=-106.521697
Epoch: 311, train_loss=-105.825528, valid_loss=-106.583075
Epoch: 312, train_loss=-105.829208, valid_loss=-106.599815
Epoch: 313, train_loss=-105.739274, valid_loss=-106.523101
Epoch: 314, train_loss=-105.810448, valid_loss=-106.625245
Epoch: 315, train_loss=-105.805902, valid_loss=-106.680308
Epoch: 316, train_loss=-105.768788, valid_loss=-106.549009
Epoch: 317, train_loss=-105.832567, valid_loss=-106.530919
Epoch: 318, train_loss=-105.842533, valid_loss=-106.536361
Epoch: 319, train_loss=-105.715726, valid_loss=-106.415253
Epoch: 320, train_loss=-105.739184, valid_loss=-106.570711
Epoch: 321, train_loss=-105.739321, valid_loss=-106.464255
Epoch: 322, train_loss=-105.780460, valid_loss=-106.547953
Epoch: 323, train_loss=-105.677239, valid_loss=-106.562523
Epoch: 324, train_loss=-105.784363, valid_loss=-106.568728
Epoch: 325, train_loss=-105.684544, valid_loss=-106.563120
Epoch: 326, train_loss=-105.771309, valid_loss=-106.663652
Epoch: 327, train_loss=-105.732095, valid_loss=-106.432513
Epoch: 328, train_loss=-105.717061, valid_loss=-106.462176
Epoch: 329, train_loss=-105.716335, valid_loss=-106.537639
Epoch: 330, train_loss=-105.681682, valid_loss=-106.549648
Epoch: 331, train_loss=-105.666688, valid_loss=-106.394896
Epoch: 332, train_loss=-105.641526, valid_loss=-106.467115
Epoch: 333, train_loss=-105.605603, valid_loss=-106.492140
Epoch: 334, train_loss=-105.640711, valid_loss=-106.411010
Epoch: 335, train_loss=-105.633368, valid_loss=-106.434620
Epoch: 336, train_loss=-105.641595, valid_loss=-106.409492
Epoch: 337, train_loss=-105.700539, valid_loss=-106.391395
Epoch: 338, train_loss=-105.573222, valid_loss=-106.436022
Epoch: 339, train_loss=-105.656907, valid_loss=-106.513608
Epoch: 340, train_loss=-105.644748, valid_loss=-106.347312
Epoch: 341, train_loss=-105.598279, valid_loss=-106.409995
Epoch: 342, train_loss=-105.553619, valid_loss=-106.464195
Epoch: 343, train_loss=-105.580318, valid_loss=-106.337339
Epoch: 344, train_loss=-105.617942, valid_loss=-106.396767
Epoch: 345, train_loss=-105.583411, valid_loss=-106.410168
Epoch: 346, train_loss=-105.516941, valid_loss=-106.441295
Epoch: 347, train_loss=-105.553441, valid_loss=-106.219616
Epoch: 348, train_loss=-105.561925, valid_loss=-106.460828
Epoch: 349, train_loss=-105.569781, valid_loss=-106.269105
Epoch: 350, train_loss=-105.609690, valid_loss=-106.277056
Epoch: 351, train_loss=-105.542942, valid_loss=-106.226315
Epoch: 352, train_loss=-105.549316, valid_loss=-106.380615
Epoch: 353, train_loss=-105.492488, valid_loss=-106.448641
Epoch: 354, train_loss=-105.524400, valid_loss=-106.318606
Epoch: 355, train_loss=-105.539389, valid_loss=-106.455697
Epoch: 356, train_loss=-105.546639, valid_loss=-106.255492
Epoch: 357, train_loss=-105.519105, valid_loss=-106.267030
Epoch: 358, train_loss=-105.460071, valid_loss=-106.299211
Epoch: 359, train_loss=-105.475686, valid_loss=-106.375977
Epoch: 360, train_loss=-105.456296, valid_loss=-106.382523
Epoch: 361, train_loss=-105.466474, valid_loss=-106.288290
Epoch: 362, train_loss=-105.457199, valid_loss=-106.230359
Epoch: 363, train_loss=-105.413203, valid_loss=-106.360058
Epoch: 364, train_loss=-105.426628, valid_loss=-106.215065
Epoch: 365, train_loss=-105.532770, valid_loss=-106.296928
Epoch: 366, train_loss=-105.457650, valid_loss=-106.276613
Epoch: 367, train_loss=-105.454864, valid_loss=-106.310984
Epoch: 368, train_loss=-105.457610, valid_loss=-106.278466
Epoch: 369, train_loss=-105.466777, valid_loss=-106.276447
Epoch: 370, train_loss=-105.364203, valid_loss=-106.189179
Epoch: 371, train_loss=-105.450254, valid_loss=-106.198235
Epoch: 372, train_loss=-105.422983, valid_loss=-106.162592
Epoch: 373, train_loss=-105.355756, valid_loss=-106.234238
Epoch: 374, train_loss=-105.383494, valid_loss=-106.217918
Epoch: 375, train_loss=-105.369744, valid_loss=-106.181353
Epoch: 376, train_loss=-105.421404, valid_loss=-106.162651
Epoch: 377, train_loss=-105.349399, valid_loss=-106.238967
Epoch: 378, train_loss=-105.415737, valid_loss=-106.204399
Epoch: 379, train_loss=-105.372251, valid_loss=-106.201424
Epoch: 380, train_loss=-105.355589, valid_loss=-106.153688
Epoch: 381, train_loss=-105.361725, valid_loss=-106.103077
Epoch: 382, train_loss=-105.356239, valid_loss=-106.042649
Epoch: 383, train_loss=-105.385990, valid_loss=-106.119556
Epoch: 384, train_loss=-105.340420, valid_loss=-106.290397
Epoch: 385, train_loss=-105.378318, valid_loss=-106.118432
Epoch: 386, train_loss=-105.311780, valid_loss=-106.136894
Epoch: 387, train_loss=-105.320190, valid_loss=-106.290161
Epoch: 388, train_loss=-105.334240, valid_loss=-106.127117
Epoch: 389, train_loss=-105.293472, valid_loss=-106.115699
Epoch: 390, train_loss=-105.309662, valid_loss=-106.137599
Epoch: 391, train_loss=-105.301034, valid_loss=-106.132414
Epoch: 392, train_loss=-105.283635, valid_loss=-106.224184
Epoch: 393, train_loss=-105.343882, valid_loss=-106.294393
Epoch: 394, train_loss=-105.290106, valid_loss=-106.207189
Epoch: 395, train_loss=-105.216532, valid_loss=-106.002422
Epoch: 396, train_loss=-105.342529, valid_loss=-106.178455
Epoch: 397, train_loss=-105.297769, valid_loss=-106.233635
Epoch: 398, train_loss=-105.242831, valid_loss=-106.193177
Epoch: 399, train_loss=-105.301012, valid_loss=-106.003388
Epoch: 400, train_loss=-105.276500, valid_loss=-106.211577
Epoch: 401, train_loss=-105.235904, valid_loss=-106.156664
Epoch: 402, train_loss=-105.236444, valid_loss=-106.076735
Epoch: 403, train_loss=-105.251767, valid_loss=-106.051841
Epoch: 404, train_loss=-105.218347, valid_loss=-106.078317
Epoch: 405, train_loss=-105.249759, valid_loss=-106.016893
Epoch: 406, train_loss=-105.243736, valid_loss=-106.009628
Epoch: 407, train_loss=-105.225653, valid_loss=-106.118018
Epoch: 408, train_loss=-105.212150, valid_loss=-106.140921
Epoch: 409, train_loss=-105.220286, valid_loss=-106.190484
Epoch: 410, train_loss=-105.188746, valid_loss=-106.277628
Epoch: 411, train_loss=-105.238186, valid_loss=-106.155845
Epoch: 412, train_loss=-105.226753, valid_loss=-106.077296
Epoch: 413, train_loss=-105.222988, valid_loss=-106.052616
Epoch: 414, train_loss=-105.150464, valid_loss=-106.080889
Epoch: 415, train_loss=-105.177262, valid_loss=-106.023430
Epoch: 416, train_loss=-105.131670, valid_loss=-106.043158
Epoch: 417, train_loss=-105.189674, valid_loss=-105.983147
Epoch: 418, train_loss=-105.197460, valid_loss=-105.932078
Epoch: 419, train_loss=-105.143723, valid_loss=-105.932803
Epoch: 420, train_loss=-105.156473, valid_loss=-106.027689
Epoch: 421, train_loss=-105.156533, valid_loss=-105.937604
Epoch: 422, train_loss=-105.100154, valid_loss=-105.809367
Epoch: 423, train_loss=-105.145330, valid_loss=-105.976741
Epoch: 424, train_loss=-105.138525, valid_loss=-106.013372
Epoch: 425, train_loss=-105.169057, valid_loss=-106.213178
Epoch: 426, train_loss=-105.060855, valid_loss=-105.952972
Epoch: 427, train_loss=-105.186400, valid_loss=-105.973548
Epoch: 428, train_loss=-105.111172, valid_loss=-106.039587
Epoch: 429, train_loss=-105.096999, valid_loss=-105.972995
Epoch: 430, train_loss=-105.127829, valid_loss=-105.970201
Epoch: 431, train_loss=-105.084038, valid_loss=-106.127116
Epoch: 432, train_loss=-105.060840, valid_loss=-105.994957
Epoch: 433, train_loss=-105.130334, valid_loss=-105.991187
Epoch: 434, train_loss=-105.098230, valid_loss=-105.876167
Epoch: 435, train_loss=-105.110004, valid_loss=-105.915549
Epoch: 436, train_loss=-105.047912, valid_loss=-105.997412
Epoch: 437, train_loss=-105.103269, valid_loss=-105.891644
Epoch: 438, train_loss=-105.065162, valid_loss=-106.026422
Epoch: 439, train_loss=-105.098904, valid_loss=-106.033162
Epoch: 440, train_loss=-105.069747, valid_loss=-105.896308
Epoch: 441, train_loss=-105.075866, valid_loss=-106.032680
Epoch: 442, train_loss=-105.059910, valid_loss=-105.994040
Epoch: 443, train_loss=-105.037889, valid_loss=-106.064804
Epoch: 444, train_loss=-105.059178, valid_loss=-105.964101
Epoch: 445, train_loss=-105.053425, valid_loss=-105.886211
Epoch: 446, train_loss=-105.057386, valid_loss=-105.894111
Epoch: 447, train_loss=-105.042383, valid_loss=-105.826222
Epoch: 448, train_loss=-105.010419, valid_loss=-105.904027
Epoch: 449, train_loss=-105.030113, valid_loss=-105.976334
